long,lat
-92.3418,34.7269
-92.3418,34.7269
-92.3418,34.7269
-92.3418,34.7269
-93.03747,34.43171
-93.05134,34.12446
-94.56199,36.18922
-90.77845,36.0699
-91.62714,35.77896
-93.63071,33.79774
-92.16606,34.70142
-94.37425,35.38525
-94.13233,36.18414
-94.1575,36.06625
-90.33814,35.89942
-93.86406,33.95166
-91.79169,33.6214
-92.26945,34.74606
-92.26945,34.74606
-92.60405,35.90746
-92.60405,35.90746
-92.60405,35.90746
-92.89097,35.13259
-93.56431,36.3663
-91.49718,33.89026
-93.46233,35.47108
-94.13102,33.67456
-93.7407,36.39972
-94.37616,35.38415
-94.11814,36.33027
-92.02771,35.4926
-91.79489,33.22708
-93.1124,36.22893
-93.1124,36.22893
-92.38287,36.33547
-94.24399,36.46091
-92.2668,34.74761
-92.70309,33.33022
-92.73311,33.35597
-93.38431,33.79965
-94.21178,36.37313
-92.57741,34.57625
-93.63071,33.79774
-91.90148,34.78382
-93.58733,33.66609
-91.36915,34.11019
-92.33373,34.7702
-92.00239,34.22618
-92.80458,34.32986
-93.18699,36.00821
-94.54003,36.18564
-94.10236,34.88873
-90.75762,34.77344
-92.26893,34.75717
-90.33062,35.61255
-93.15507,35.21721
-93.14267,33.92408
-93.06074,34.5038
-92.41194,33.81207
-92.27042,35.59905
-92.11232,35.86527
-94.33466,34.03993
-93.74214,36.08403
-91.98583,34.22917
-92.2763,34.73098
-90.9683,36.26435
-89.96845,35.70293
-92.81277,34.37237
-92.00333,34.22274
-92.46903,34.52672
-94.17282,36.01667
-90.48757,36.05613
-92.06614,33.61416
,
-90.61527,34.54006
-93.87752,33.30256
-93.82546,35.48503
-94.20841,36.37578
-92.16606,34.70142
-92.66086,33.21172
-89.96956,35.70268
-94.51751,36.23642
-92.25256,34.81958
-92.27378,34.73738
-92.27378,34.73738
-94.39718,33.72916
-94.30999,35.98262
-93.11695,34.51894
-94.42464,35.95004
-91.64454,35.77291
-93.79172,35.29842
-93.91726,36.33108
-93.74349,35.44574
-90.48946,36.05613
-92.48076,35.59093
-92.58014,34.57446
-94.14786,36.31571
-94.02593,36.44272
-94.32169,36.4647
-92.61975,35.91359
-93.69864,36.43483
-92.29731,34.73877
-92.06308,35.91806
-94.20831,36.36756
-91.97297,33.13207
-91.90143,34.78382
-93.58108,34.55149
-92.1222,34.86646
-92.38618,34.30486
-92.66284,33.22188
-92.28739,34.7217
-90.96432,36.07466
-93.04992,34.6707
-93.09317,34.49155
-93.09317,34.49155
-92.58705,36.37928
-92.26709,34.73949
-94.36021,35.34538
-90.69034,34.73565
-94.35076,35.43734
-92.27518,34.7455
-92.27304,34.74622
-90.97967,36.25823
-92.30542,34.6617
-94.39078,35.36196
-91.7429,35.25265
-93.91851,35.13996
-93.05976,34.12561
-93.05976,34.12561
-90.20024,36.38536
-91.14098,33.23193
-90.72578,35.82917
-90.72578,35.82917
-90.67934,35.84933
-92.45431,35.07833
-92.45431,35.07833
-92.45431,35.07833
-93.23695,33.2889
-91.79108,33.63071
-92.02409,34.24231
-93.13613,35.29308
-93.13613,35.29308
-92.6623,33.22186
-94.42872,35.38803
-94.16749,36.04255
-91.25215,35.60852
-93.05779,34.5078
-91.55385,34.4923
-94.237,34.58521
-93.02501,33.66454
-92.27,34.7787
-93.70638,34.47009
-94.21891,36.40645
-93.06817,34.44759
-94.11661,36.10141
-92.25736,34.74292
-94.11757,36.33302
-92.74389,35.15225
-90.73641,35.82443
-94.41583,35.28527
-91.28455,33.32333
-92.2651,34.74343
-94.13077,36.18498
-91.52692,36.3252
-91.89314,35.07389
-92.02093,34.18545
-92.06601,35.12154
-92.44256,35.08869
-94.23286,36.17646
-110.98387,32.22472
-109.33511,32.16335
-109.58199,36.15954
-109.56829,35.71775
-111.57322,35.23741
-111.88198,34.57509
-109.70011,32.07086
-110.25381,31.34588
-111.46716,36.91375
-111.05288,31.58293
-111.00047,33.61548
-112.74107,32.26964
-111.85125,34.56141
-112.75448,36.90357
-111.53631,32.99512
-110.8766,35.96641
-111.73282,33.29994
-111.97725,33.67876
-111.85105,34.56395
-111.64963,35.1987
-110.983,32.26505
-112.06973,33.49139
-112.76275,33.96819
-112.15233,33.69775
-110.96984,32.22552
-111.95343,33.44988
-111.66015,35.18998
-111.35848,33.01916
-112.02742,34.73992
-111.86456,33.48766
-110.04318,31.69404
-109.98952,33.78948
-111.68993,33.39394
-112.07159,33.4576
-110.97824,32.27804
-112.16792,33.52419
-111.92605,33.6555
-114.53429,35.16714
-111.92679,33.39257
-111.75492,32.87885
-114.626,32.68676
-114.598,34.98992
-112.38379,33.63398
-109.46107,34.05067
-111.48821,33.43786
-111.76115,34.87888
-111.29443,34.25432
-114.73587,32.60801
-109.98952,33.78948
-109.28224,34.13276
-112.06793,33.43779
-111.97755,33.3969
-112.11387,34.74987
-112.08924,33.44826
-110.08073,34.50742
-111.4547,34.38606
-110.70285,35.03033
-114.626,32.68676
-109.90657,31.40365
-111.93528,33.45059
-111.92241,33.62043
-111.06681,32.23458
-110.04318,31.69404
-111.961,33.46537
-111.92645,33.79807
-112.06615,33.44954
-111.88441,33.63832
-110.94873,32.2691
-111.51958,32.97755
-112.02742,34.73992
-110.88073,32.24333
-110.88403,32.25075
-111.73454,35.15751
-111.92276,33.82411
-112.18779,33.57821
-112.46419,34.54155
-112.06619,33.44833
-111.86762,31.91459
-110.95667,32.23796
-112.41077,34.55139
-110.96869,32.21985
-110.99873,31.89947
-112.18642,35.25162
-110.35049,31.55259
-111.1053,33.28997
-111.83571,33.41696
-114.38327,32.75558
-114.2174,33.66642
-112.75448,36.90357
-109.70827,32.73533
-109.99574,33.80476
-111.79075,33.45631
-111.97811,33.46134
-112.35845,33.50319
-111.88119,33.67597
-109.1579,32.83536
-111.94046,33.52232
-110.95903,32.42622
-110.04318,31.69404
-111.98277,33.6843
-111.83867,33.30463
-112.05514,34.75492
-111.67693,32.74996
-112.0916,33.44847
-110.97095,32.22093
-111.94794,33.44922
-110.71615,31.53309
-111.59328,33.32496
-110.89506,32.26689
-111.87981,33.34545
-111.4547,34.38606
-112.47815,34.5485
-110.96328,32.22037
-111.85834,33.24326
-112.11654,34.3214
-112.35675,33.44911
-111.92902,33.49244
-110.71569,32.00882
-110.9098,32.24872
-109.90657,31.40365
-109.90657,31.40365
-110.15154,34.91205
-111.75394,32.87963
-109.55036,31.35079
-112.07461,33.46724
-111.82988,33.41478
-111.83136,33.41803
-111.04793,31.61326
-112.10653,33.56746
-110.94673,32.20523
-111.0034,32.23421
-111.96545,33.78507
-112.05421,33.57097
-111.81298,33.25753
-112.18238,33.53677
-110.94024,32.23545
-114.59345,34.90291
-111.73592,33.45303
-111.73592,33.45303
-112.11417,33.64709
-111.86464,33.38031
-109.05,35.35
-111.21143,32.44827
-111.92276,33.82411
-112.20974,33.74653
-112.40087,33.66491
-111.89665,33.49312
-110.28595,31.53243
-112.07159,33.4576
-110.9685,32.22064
-112.0739,33.45377
-110.64582,32.70968
-111.22852,32.50189
-112.01212,33.06297
-111.85125,34.56141
-112.10101,33.75226
-111.9752,33.45095
-112.74688,33.96313
-110.9469,32.28875
-109.69889,31.90385
-110.90675,32.21547
-112.18642,35.25162
-111.97926,33.63833
-111.11443,32.38486
-110.91713,32.47895
-111.04977,31.75215
-110.63582,32.60531
-112.30557,34.21902
-111.02985,32.27082
-114.0314,35.20466
-112.48538,34.76301
-110.9204,32.13943
-112.12906,33.52363
-110.88393,32.22463
-111.55562,35.30352
-112.13654,32.89496
-110.84318,32.25285
-111.943,33.43681
-112.07734,33.45768
-112.75448,36.90357
-114.0046,33.93334
-110.85337,32.24597
-114.56219,32.61413
-112.00493,33.40766
-109.77972,35.06816
-111.87388,33.36615
-110.29461,31.9677
-112.42997,34.47137
-109.83221,32.25253
-111.46716,36.91375
-112.8721,32.36256
-111.72085,33.45864
-112.18279,33.53993
-111.92584,33.30207
-112.41477,33.41119
-112.1387,34.07475
-110.97856,32.4043
-109.5553,31.34242
-111.82929,33.4147
-109.1022,35.66096
-110.27246,31.55454
-110.27246,31.55454
-112.87213,32.39747
-111.73045,33.45475
-110.78583,31.94611
-110.97821,32.27284
-112.17932,33.56793
-112.2931,33.60091
-111.97235,33.50482
-112.14539,32.96342
-110.35049,31.55259
-114.05508,35.18888
-114.05508,35.18888
-112.0631,33.57112
-111.64963,35.1987
-111.64963,35.1987
-111.6611,35.20618
-111.81699,33.30841
-112.47815,34.5485
-109.13267,31.97948
-111.9241,34.72331
-111.72147,33.60509
-111.92598,33.45481
-112.04797,33.54206
-112.07256,33.46697
-111.66222,35.19935
-111.66436,35.23431
-112.07293,33.47318
-111.16237,32.24472
-111.18003,32.24639
-112.46419,34.54155
-110.05678,32.03406
-111.94167,33.46385
-112.11387,34.74987
-114.0623,35.19034
-114.0623,35.19034
-111.94794,33.44922
-114.47483,32.66186
-112.13862,36.05442
-111.65284,32.95469
-112.1443,33.81923
-112.09021,33.48315
-112.18845,33.56757
-111.79615,33.29377
-112.34102,33.47881
-112.01067,33.65197
-112.07602,33.45566
-111.8811,33.50945
-111.8811,33.50945
-111.85311,34.56227
-111.65579,35.22355
-111.65579,35.22355
-111.93118,33.41828
-111.93118,33.41828
-112.53852,33.69121
-112.53852,33.69121
-111.92893,33.42431
-112.53852,33.69121
-112.53852,33.69121
-111.92893,33.42431
-112.53852,33.69121
-112.14055,33.68368
-111.92893,33.42431
-112.53852,33.69121
-112.53852,33.69121
-112.07371,33.45251
-112.53852,33.69121
-112.53852,33.69121
-112.53852,33.69121
-111.92893,33.42431
-112.07371,33.45251
-111.93118,33.41828
-112.53852,33.69121
-111.93118,33.41828
-112.53852,33.69121
-112.07371,33.45251
-111.89292,33.55318
-112.73092,33.96856
-112.73092,33.96856
-110.94126,31.33467
-112.4556,34.54515
-112.05645,34.73956
-111.0119,32.22506
-109.26806,36.32627
-114.61968,32.72335
-114.61968,32.72335
-111.83358,33.41665
-114.2174,33.66642
-111.93528,33.45059
-110.05308,34.24493
-112.47635,34.5445
-109.24553,33.0113
-109.24553,33.0113
-111.29443,34.25432
-111.27972,34.25825
-110.27246,31.55454
-110.80749,32.60697
-109.27754,34.12912
-111.83867,33.30463
-111.83867,33.30463
-110.96093,32.23326
-109.84893,32.89468
-111.78966,33.34945
-111.78654,33.34933
-112.06615,33.44954
-112.06615,33.44954
-112.06619,33.44833
-111.98478,33.44675
-112.07235,33.46285
-110.98275,32.33921
-112.29112,33.59087
-110.55246,34.38959
-109.7592,32.83119
-112.05657,33.64216
-114.56741,35.15327
-111.83867,33.30463
-114.626,32.68676
-114.28754,34.14757
-111.76115,34.87888
-111.65781,35.22528
-112.4455,34.61475
-112.09509,33.44998
-111.89818,33.52378
-111.10267,33.28835
